날짜,구,구신규,전국신규,서울신규
2020-09-08,동작구,3,136,30
2020-09-08,서대문구,1,136,30
2020-09-08,서초구,1,136,30
2020-09-08,성북구,1,136,30
2020-09-08,송파구,1,136,30
2020-09-08,영등포구,1,136,30
2020-09-08,은평구,1,136,30
2020-09-08,타시도,3,136,30
2020-09-09,강남구,1,156,47
2020-09-09,강동구,2,156,47
2020-09-09,강서구,2,156,47
2020-09-09,관악구,3,156,47
2020-09-09,광진구,2,156,47
2020-09-09,구로구,1,156,47
2020-09-09,노원구,3,156,47
2020-09-09,도봉구,3,156,47
2020-09-09,동대문구,1,156,47
2020-09-09,동작구,3,156,47
2020-09-09,마포구,1,156,47
2020-09-09,서대문구,2,156,47
2020-09-09,서초구,1,156,47
2020-09-09,성동구,1,156,47
2020-09-09,성북구,1,156,47
2020-09-09,송파구,3,156,47
2020-09-09,양천구,1,156,47
2020-09-09,용산구,1,156,47
2020-09-09,은평구,6,156,47
2020-09-09,종로구,7,156,47
2020-09-09,타시도,2,156,47
2020-09-10,강남구,1,155,64
2020-09-10,강동구,1,155,64
2020-09-10,강북구,4,155,64
2020-09-10,강서구,5,155,64
2020-09-10,관악구,7,155,64
2020-09-10,광진구,2,155,64
2020-09-10,구로구,1,155,64
2020-09-10,금천구,2,155,64
2020-09-10,기타,1,155,64
2020-09-10,노원구,2,155,64
2020-09-10,도봉구,1,155,64
2020-09-10,동작구,3,155,64
2020-09-10,서대문구,4,155,64
2020-09-10,서초구,3,155,64
2020-09-10,성동구,1,155,64
2020-09-10,송파구,4,155,64
2020-09-10,양천구,1,155,64
2020-09-10,영등포구,1,155,64
2020-09-10,용산구,1,155,64
2020-09-10,은평구,6,155,64
2020-09-10,종로구,3,155,64
2020-09-10,중구,1,155,64
2020-09-10,중랑구,1,155,64
2020-09-10,타시도,8,155,64
2020-09-11,강남구,4,176,49
2020-09-11,강동구,1,176,49
2020-09-11,강서구,3,176,49
2020-09-11,관악구,11,176,49
2020-09-11,구로구,1,176,49
2020-09-11,노원구,3,176,49
2020-09-11,도봉구,1,176,49
2020-09-11,동대문구,3,176,49
2020-09-11,동작구,2,176,49
2020-09-11,서대문구,1,176,49
2020-09-11,서초구,2,176,49
2020-09-11,성동구,1,176,49
2020-09-11,성북구,1,176,49
2020-09-11,송파구,6,176,49
2020-09-11,양천구,1,176,49
2020-09-11,영등포구,1,176,49
2020-09-11,용산구,1,176,49
2020-09-11,은평구,3,176,49
2020-09-11,종로구,2,176,49
2020-09-11,타시도,1,176,49
2020-09-12,강남구,3,136,34
2020-09-12,강동구,1,136,34
2020-09-12,강북구,2,136,34
2020-09-12,관악구,3,136,34
2020-09-12,금천구,1,136,34
2020-09-12,기타,1,136,34
2020-09-12,도봉구,3,136,34
2020-09-12,동작구,1,136,34
2020-09-12,서대문구,1,136,34
2020-09-12,성동구,2,136,34
2020-09-12,성북구,3,136,34
2020-09-12,송파구,4,136,34
2020-09-12,영등포구,3,136,34
2020-09-12,은평구,1,136,34
2020-09-12,종로구,1,136,34
2020-09-12,중랑구,1,136,34
2020-09-12,타시도,3,136,34
2020-09-13,강남구,4,121,41
2020-09-13,강동구,1,121,41
2020-09-13,강북구,1,121,41
2020-09-13,강서구,2,121,41
2020-09-13,관악구,4,121,41
2020-09-13,구로구,1,121,41
2020-09-13,금천구,1,121,41
2020-09-13,기타,1,121,41
2020-09-13,노원구,4,121,41
2020-09-13,도봉구,2,121,41
2020-09-13,마포구,2,121,41
2020-09-13,서초구,2,121,41
2020-09-13,성북구,2,121,41
2020-09-13,송파구,6,121,41
2020-09-13,영등포구,2,121,41
2020-09-13,은평구,2,121,41
2020-09-13,중랑구,1,121,41
2020-09-13,타시도,3,121,41
2020-09-14,강남구,7,109,36
2020-09-14,강동구,1,109,36
2020-09-14,강북구,3,109,36
2020-09-14,강서구,1,109,36
2020-09-14,관악구,2,109,36
2020-09-14,구로구,1,109,36
2020-09-14,기타,1,109,36
2020-09-14,노원구,3,109,36
2020-09-14,도봉구,1,109,36
2020-09-14,동대문구,1,109,36
2020-09-14,동작구,1,109,36
2020-09-14,마포구,1,109,36
2020-09-14,서대문구,1,109,36
2020-09-14,서초구,2,109,36
2020-09-14,성동구,1,109,36
2020-09-14,성북구,1,109,36
2020-09-14,송파구,3,109,36
2020-09-14,영등포구,1,109,36
2020-09-14,은평구,1,109,36
2020-09-14,종로구,1,109,36
2020-09-14,타시도,2,109,36
2020-09-15,강남구,1,106,49
2020-09-15,강서구,3,106,49
2020-09-15,관악구,2,106,49
2020-09-15,구로구,1,106,49
2020-09-15,기타,1,106,49
2020-09-15,노원구,5,106,49
2020-09-15,동대문구,2,106,49
2020-09-15,동작구,4,106,49
2020-09-15,마포구,1,106,49
2020-09-15,서대문구,3,106,49
2020-09-15,서초구,3,106,49
2020-09-15,성북구,2,106,49
2020-09-15,송파구,6,106,49
2020-09-15,양천구,3,106,49
2020-09-15,영등포구,2,106,49
2020-09-15,용산구,2,106,49
2020-09-15,은평구,1,106,49
2020-09-15,종로구,1,106,49
2020-09-15,중랑구,1,106,49
2020-09-15,타시도,5,106,49
2020-09-16,강남구,6,113,62
2020-09-16,강동구,2,113,62
2020-09-16,강북구,4,113,62
2020-09-16,강서구,4,113,62
2020-09-16,관악구,4,113,62
2020-09-16,광진구,1,113,62
2020-09-16,구로구,3,113,62
2020-09-16,노원구,2,113,62
2020-09-16,동대문구,2,113,62
2020-09-16,동작구,5,113,62
2020-09-16,마포구,1,113,62
2020-09-16,서대문구,3,113,62
2020-09-16,서초구,2,113,62
2020-09-16,성동구,1,113,62
2020-09-16,성북구,1,113,62
2020-09-16,송파구,5,113,62
2020-09-16,양천구,4,113,62
2020-09-16,영등포구,2,113,62
2020-09-16,은평구,2,113,62
2020-09-16,중랑구,3,113,62
2020-09-16,타시도,5,113,62
2020-09-17,강남구,4,153,43
2020-09-17,강서구,1,153,43
2020-09-17,관악구,6,153,43
2020-09-17,광진구,2,153,43
2020-09-17,구로구,1,153,43
2020-09-17,기타,1,153,43
2020-09-17,노원구,3,153,43
2020-09-17,도봉구,2,153,43
2020-09-17,동대문구,2,153,43
2020-09-17,동작구,1,153,43
2020-09-17,마포구,2,153,43
2020-09-17,서대문구,1,153,43
2020-09-17,서초구,2,153,43
2020-09-17,성북구,1,153,43
2020-09-17,송파구,5,153,43
2020-09-17,양천구,3,153,43
2020-09-17,영등포구,3,153,43
2020-09-17,은평구,2,153,43
2020-09-17,중랑구,1,153,43
2020-09-18,강남구,6,126,40
2020-09-18,강서구,2,126,40
2020-09-18,관악구,5,126,40
2020-09-18,구로구,1,126,40
2020-09-18,금천구,1,126,40
2020-09-18,기타,2,126,40
2020-09-18,노원구,3,126,40
2020-09-18,도봉구,2,126,40
2020-09-18,동작구,1,126,40
2020-09-18,마포구,1,126,40
2020-09-18,서대문구,1,126,40
2020-09-18,서초구,2,126,40
2020-09-18,성동구,1,126,40
2020-09-18,성북구,1,126,40
2020-09-18,송파구,2,126,40
2020-09-18,양천구,2,126,40
2020-09-18,영등포구,1,126,40
2020-09-18,은평구,2,126,40
2020-09-18,중랑구,1,126,40
2020-09-18,타시도,3,126,40
2020-09-19,강남구,4,110,28
2020-09-19,강서구,2,110,28
2020-09-19,관악구,2,110,28
2020-09-19,광진구,1,110,28
2020-09-19,구로구,1,110,28
2020-09-19,금천구,1,110,28
2020-09-19,동작구,1,110,28
2020-09-19,서초구,2,110,28
2020-09-19,성동구,1,110,28
2020-09-19,성북구,1,110,28
2020-09-19,송파구,3,110,28
2020-09-19,양천구,2,110,28
2020-09-19,영등포구,1,110,28
2020-09-19,은평구,1,110,28
2020-09-19,중구,1,110,28
2020-09-19,중랑구,1,110,28
2020-09-19,타시도,3,110,28
2020-09-20,강남구,2,82,23
2020-09-20,관악구,2,82,23
2020-09-20,구로구,2,82,23
2020-09-20,금천구,1,82,23
2020-09-20,기타,1,82,23
2020-09-20,노원구,2,82,23
2020-09-20,동작구,3,82,23
2020-09-20,마포구,1,82,23
2020-09-20,서대문구,2,82,23
2020-09-20,서초구,1,82,23
2020-09-20,성동구,2,82,23
2020-09-20,영등포구,1,82,23
2020-09-20,중랑구,1,82,23
2020-09-20,타시도,2,82,23
2020-09-21,강북구,1,70,39
2020-09-21,강서구,4,70,39
2020-09-21,관악구,5,70,39
2020-09-21,광진구,2,70,39
2020-09-21,구로구,1,70,39
2020-09-21,금천구,2,70,39
2020-09-21,노원구,1,70,39
2020-09-21,도봉구,1,70,39
2020-09-21,동작구,4,70,39
2020-09-21,마포구,5,70,39
2020-09-21,서초구,2,70,39
2020-09-21,성동구,1,70,39
2020-09-21,송파구,1,70,39
2020-09-21,양천구,3,70,39
2020-09-21,영등포구,2,70,39
2020-09-21,은평구,3,70,39
2020-09-21,중랑구,1,70,39
2020-09-22,강남구,1,61,40
2020-09-22,강동구,1,61,40
2020-09-22,강서구,6,61,40
2020-09-22,관악구,4,61,40
2020-09-22,구로구,2,61,40
2020-09-22,금천구,1,61,40
2020-09-22,노원구,1,61,40
2020-09-22,도봉구,8,61,40
2020-09-22,동작구,3,61,40
2020-09-22,성북구,3,61,40
2020-09-22,송파구,2,61,40
2020-09-22,영등포구,2,61,40
2020-09-22,종로구,2,61,40
2020-09-22,중랑구,1,61,40
2020-09-22,타시도,2,61,40
2020-09-22,한국,1,61,40
2020-09-23,강남구,2,110,25
2020-09-23,강북구,1,110,25
2020-09-23,강서구,4,110,25
2020-09-23,관악구,3,110,25
2020-09-23,구로구,1,110,25
2020-09-23,서초구,1,110,25
2020-09-23,성동구,2,110,25
2020-09-23,송파구,2,110,25
2020-09-23,영등포구,1,110,25
2020-09-23,용산구,3,110,25
2020-09-23,은평구,1,110,25
2020-09-23,타시도,4,110,25
2020-09-24,강남구,1,125,54
2020-09-24,강동구,1,125,54
2020-09-24,강서구,3,125,54
2020-09-24,관악구,7,125,54
2020-09-24,광진구,1,125,54
2020-09-24,구로구,3,125,54
2020-09-24,금천구,1,125,54
2020-09-24,기타,1,125,54
2020-09-24,노원구,1,125,54
2020-09-24,도봉구,12,125,54
2020-09-24,동대문구,1,125,54
2020-09-24,동작구,4,125,54
2020-09-24,서초구,5,125,54
2020-09-24,성북구,3,125,54
2020-09-24,송파구,1,125,54
2020-09-24,양천구,1,125,54
2020-09-24,영등포구,2,125,54
2020-09-24,은평구,2,125,54
2020-09-24,종로구,1,125,54
2020-09-24,중랑구,1,125,54
2020-09-24,타시도,2,125,54
2020-09-25,강남구,3,114,25
2020-09-25,강서구,1,114,25
2020-09-25,관악구,3,114,25
2020-09-25,구로구,2,114,25
2020-09-25,도봉구,4,114,25
2020-09-25,동대문구,1,114,25
2020-09-25,서초구,2,114,25
2020-09-25,성북구,1,114,25
2020-09-25,송파구,1,114,25
2020-09-25,영등포구,3,114,25
2020-09-25,은평구,1,114,25
2020-09-25,종로구,1,114,25
2020-09-25,중구,1,114,25
2020-09-25,타시도,1,114,25
2020-09-26,강동구,2,61,35
2020-09-26,강서구,2,61,35
2020-09-26,관악구,5,61,35
2020-09-26,노원구,1,61,35
2020-09-26,도봉구,5,61,35
2020-09-26,동작구,4,61,35
2020-09-26,성북구,2,61,35
2020-09-26,송파구,2,61,35
2020-09-26,영등포구,1,61,35
2020-09-26,용산구,2,61,35
2020-09-26,은평구,1,61,35
2020-09-26,중구,2,61,35
2020-09-26,중랑구,1,61,35
2020-09-26,타시도,5,61,35
2020-09-27,강남구,2,95,18
2020-09-27,강동구,1,95,18
2020-09-27,관악구,1,95,18
2020-09-27,광진구,1,95,18
2020-09-27,구로구,2,95,18
2020-09-27,도봉구,3,95,18
2020-09-27,동대문구,1,95,18
2020-09-27,서대문구,1,95,18
2020-09-27,송파구,1,95,18
2020-09-27,영등포구,2,95,18
2020-09-27,용산구,2,95,18
2020-09-27,은평구,1,95,18
2020-09-28,강북구,1,50,26
2020-09-28,관악구,2,50,26
2020-09-28,광진구,1,50,26
2020-09-28,도봉구,6,50,26
2020-09-28,동대문구,5,50,26
2020-09-28,동작구,2,50,26
2020-09-28,마포구,1,50,26
2020-09-28,성북구,4,50,26
2020-09-28,영등포구,1,50,26
2020-09-28,용산구,2,50,26
2020-09-28,은평구,1,50,26
2020-09-29,관악구,3,38,36
2020-09-29,기타,28,38,36
2020-09-29,동작구,1,38,36
2020-09-29,서초구,2,38,36
2020-09-29,타시도,2,38,36
2020-09-30,강남구,1,113,30
2020-09-30,강동구,1,113,30
2020-09-30,관악구,6,113,30
2020-09-30,광진구,1,113,30
2020-09-30,구로구,2,113,30
2020-09-30,금천구,2,113,30
2020-09-30,기타,1,113,30
2020-09-30,동대문구,3,113,30
2020-09-30,동작구,2,113,30
2020-09-30,마포구,1,113,30
2020-09-30,서대문구,1,113,30
2020-09-30,성동구,4,113,30
2020-09-30,송파구,2,113,30
2020-09-30,영등포구,1,113,30
2020-09-30,용산구,1,113,30
2020-09-30,중랑구,1,113,30
2020-10-01,강남구,1,,11
2020-10-01,관악구,2,,11
2020-10-01,구로구,1,,11
2020-10-01,금천구,1,,11
2020-10-01,기타,1,,11
2020-10-01,마포구,2,,11
2020-10-01,성동구,1,,11
2020-10-01,성북구,1,,11
2020-10-01,종로구,1,,11
2020-10-02,강서구,2,,26
2020-10-02,관악구,2,,26
2020-10-02,기타,10,,26
2020-10-02,노원구,3,,26
2020-10-02,도봉구,1,,26
2020-10-02,동대문구,1,,26
2020-10-02,동작구,2,,26
2020-10-02,마포구,2,,26
2020-10-02,서초구,1,,26
2020-10-02,성동구,1,,26
2020-10-02,중랑구,1,,26
2020-10-03,강남구,1,,16
2020-10-03,강북구,1,,16
2020-10-03,관악구,3,,16
2020-10-03,구로구,2,,16
2020-10-03,기타,1,,16
2020-10-03,동대문구,1,,16
2020-10-03,동작구,3,,16
2020-10-03,마포구,1,,16
2020-10-03,용산구,1,,16
2020-10-03,은평구,1,,16
2020-10-03,중랑구,1,,16
2020-10-04,강남구,1,,19
2020-10-04,강동구,2,,19
2020-10-04,강북구,3,,19
2020-10-04,관악구,4,,19
2020-10-04,광진구,1,,19
2020-10-04,구로구,1,,19
2020-10-04,노원구,1,,19
2020-10-04,도봉구,1,,19
2020-10-04,동대문구,2,,19
2020-10-04,동작구,2,,19
2020-10-04,타시도,1,,19
2020-10-05,강북구,1,,18
2020-10-05,강서구,1,,18
2020-10-05,관악구,2,,18
2020-10-05,광진구,1,,18
2020-10-05,구로구,1,,18
2020-10-05,금천구,1,,18
2020-10-05,노원구,2,,18
2020-10-05,동대문구,1,,18
2020-10-05,동작구,1,,18
2020-10-05,서초구,1,,18
2020-10-05,영등포구,1,,18
2020-10-05,용산구,2,,18
2020-10-05,중랑구,1,,18
2020-10-05,타시도,2,,18
2020-10-06,강남구,2,,30
2020-10-06,강북구,2,,30
2020-10-06,관악구,5,,30
2020-10-06,광진구,1,,30
2020-10-06,기타,2,,30
2020-10-06,노원구,2,,30
2020-10-06,도봉구,1,,30
2020-10-06,동대문구,5,,30
2020-10-06,마포구,1,,30
2020-10-06,서초구,2,,30
2020-10-06,성동구,1,,30
2020-10-06,송파구,1,,30
2020-10-06,영등포구,1,,30
2020-10-06,용산구,1,,30
2020-10-06,중랑구,1,,30
2020-10-06,타시도,2,,30
2020-10-07,강동구,1,,20
2020-10-07,관악구,2,,20
2020-10-07,구로구,1,,20
2020-10-07,기타,1,,20
2020-10-07,노원구,3,,20
2020-10-07,도봉구,3,,20
2020-10-07,동대문구,1,,20
2020-10-07,서대문구,4,,20
2020-10-07,서초구,1,,20
2020-10-07,성동구,1,,20
2020-10-07,용산구,1,,20
2020-10-07,은평구,1,,20
