,날짜,구,생활인구수,유동인구수,전체점포수,프랜차이즈점포수,일반점포수,확진자수
773,2020-03-02,은평구,452032.2365,330030,18313,1554,16759,0
774,2020-03-02,종로구,276473.2509,221510.8333,25500,1616,23884,0
775,2020-03-02,중구,272053.5723,240567.0833,40338,2095,38243,0
776,2020-03-02,중랑구,365999.1523,293892.0833,16161,1275,14886,0
777,2020-03-03,강남구,843711.2104,616457.5,55875,4371,51504,0
778,2020-03-03,강동구,512432.4625,331779.5833,20974,1901,19073,0
779,2020-03-03,강북구,310214.3871,234619.5833,13417,1075,12342,0
780,2020-03-03,강서구,551476.6514,442554.1667,25902,2633,23269,0
781,2020-03-03,관악구,495015.0466,388125.8333,19734,1908,17826,0
782,2020-03-03,광진구,367568.64,281278.75,19004,1662,17342,0
783,2020-03-03,구로구,402060.7018,361675,22318,1785,20533,0
784,2020-03-03,금천구,236409.9709,239792.0833,15677,1274,14403,0
785,2020-03-03,노원구,533366.7791,388960,18188,1859,16329,0
786,2020-03-03,도봉구,283811.6129,237772.5,11691,992,10699,0
787,2020-03-03,동대문구,361005.4376,292180.4167,21212,1475,19737,1
788,2020-03-03,동작구,407828.847,309709.1667,15894,1581,14313,0
789,2020-03-03,마포구,464369.7994,344285,28419,2417,26002,0
790,2020-03-03,서대문구,370095.9404,253604.5833,15024,1489,13535,0
791,2020-03-03,서초구,585984.108,425804.1667,36555,2544,34011,0
792,2020-03-03,성동구,357781.4667,265876.6667,17072,1334,15738,0
793,2020-03-03,성북구,433778.526,336894.5833,17228,1584,15644,0
794,2020-03-03,송파구,771982.0896,524090.4167,37450,3186,34264,0
795,2020-03-03,양천구,410904.6348,325582.9167,18361,1655,16706,0
796,2020-03-03,영등포구,473402.5707,409181.25,27266,2258,25008,0
797,2020-03-03,용산구,290066.4404,216075.4167,19047,1178,17869,0
798,2020-03-03,은평구,451019.1135,327987.5,18313,1554,16759,0
799,2020-03-03,종로구,279764.7411,224632.5,25500,1616,23884,0
800,2020-03-03,중구,275137.7252,243559.5833,40338,2095,38243,0
801,2020-03-03,중랑구,363220.1427,291557.0833,16161,1275,14886,0
802,2020-03-04,강남구,844003.6847,609761.25,55875,4371,51504,0
803,2020-03-04,강동구,513296.478,333072.5,20974,1901,19073,0
804,2020-03-04,강북구,312185.9742,235705,13417,1075,12342,2
805,2020-03-04,강서구,551930.0288,443375,25902,2633,23269,0
806,2020-03-04,관악구,497083.3825,390044.5833,19734,1908,17826,0
807,2020-03-04,광진구,366357.4183,281722.5,19004,1662,17342,0
808,2020-03-04,구로구,396746.1709,360700.8333,22318,1785,20533,0
809,2020-03-04,금천구,236934.5868,238200.8333,15677,1274,14403,0
810,2020-03-04,노원구,532296.5345,391801.25,18188,1859,16329,0
811,2020-03-04,도봉구,284103.2685,238432.9167,11691,992,10699,0
812,2020-03-04,동대문구,360278.7788,292465.8333,21212,1475,19737,1
813,2020-03-04,동작구,405793.5153,310002.9167,15894,1581,14313,0
814,2020-03-04,마포구,464759.2088,342950.8333,28419,2417,26002,0
815,2020-03-04,서대문구,370731.6717,253987.5,15024,1489,13535,0
816,2020-03-04,서초구,586020.2113,421988.75,36555,2544,34011,0
817,2020-03-04,성동구,356071.0102,264332.0833,17072,1334,15738,0
818,2020-03-04,성북구,432347.8191,337796.6667,17228,1584,15644,0
819,2020-03-04,송파구,772668.3754,523304.1667,37450,3186,34264,0
820,2020-03-04,양천구,411018.8419,326182.0833,18361,1655,16706,0
821,2020-03-04,영등포구,474856.074,407622.5,27266,2258,25008,0
822,2020-03-04,용산구,287568.1056,214814.1667,19047,1178,17869,1
823,2020-03-04,은평구,451197.0337,330290.8333,18313,1554,16759,0
824,2020-03-04,종로구,280234.7565,220520,25500,1616,23884,0
825,2020-03-04,중구,274299.1102,236885,40338,2095,38243,0
826,2020-03-04,중랑구,363353.2513,293232.0833,16161,1275,14886,1
827,2020-03-06,강남구,843072.6796,609145.4167,55875,4371,51504,2
828,2020-03-06,강동구,511709.5582,333151.25,20974,1901,19073,0
829,2020-03-06,강북구,309440.2417,234928.75,13417,1075,12342,0
830,2020-03-06,강서구,550115.2396,442093.3333,25902,2633,23269,1
831,2020-03-06,관악구,492135.4766,388977.9167,19734,1908,17826,0
832,2020-03-06,광진구,368161.7987,282618.75,19004,1662,17342,0
833,2020-03-06,구로구,403180.1175,359417.0833,22318,1785,20533,0
834,2020-03-06,금천구,235120.2923,235027.9167,15677,1274,14403,0
835,2020-03-06,노원구,532308.388,390497.5,18188,1859,16329,0
836,2020-03-06,도봉구,282610.4037,237488.3333,11691,992,10699,0
837,2020-03-06,동대문구,359132.0619,290140,21212,1475,19737,0
838,2020-03-06,동작구,408795.163,309267.5,15894,1581,14313,0
839,2020-03-06,마포구,465944.9404,345360.8333,28419,2417,26002,0
840,2020-03-06,서대문구,369917.1998,253268.75,15024,1489,13535,0
841,2020-03-06,서초구,583643.6885,421975.8333,36555,2544,34011,0
842,2020-03-06,성동구,356974.1715,263332.0833,17072,1334,15738,0
843,2020-03-06,성북구,433068.3996,335944.5833,17228,1584,15644,1
844,2020-03-06,송파구,770023.9235,522292.9167,37450,3186,34264,0
845,2020-03-06,양천구,409637.3553,325164.5833,18361,1655,16706,0
846,2020-03-06,영등포구,473638.8208,406696.25,27266,2258,25008,0
847,2020-03-06,용산구,292116.3535,216263.75,19047,1178,17869,0
848,2020-03-06,은평구,447289.8355,328760.4167,18313,1554,16759,1
849,2020-03-06,종로구,277489.0031,219106.6667,25500,1616,23884,0
850,2020-03-06,중구,271830.3247,234586.6667,40338,2095,38243,0
851,2020-03-06,중랑구,362476.9303,292071.6667,16161,1275,14886,2
852,2020-03-07,강남구,719355.8751,498416.25,55875,4371,51504,0
853,2020-03-07,강동구,525564.0174,345827.0833,20974,1901,19073,0
854,2020-03-07,강북구,322139.3089,251055.8333,13417,1075,12342,1
855,2020-03-07,강서구,557414.4168,449504.5833,25902,2633,23269,0
856,2020-03-07,관악구,519815.6006,415381.25,19734,1908,17826,1
857,2020-03-07,광진구,378400.7968,295215.8333,19004,1662,17342,0
858,2020-03-07,구로구,390147.3834,353806.25,22318,1785,20533,0
859,2020-03-07,금천구,210449.191,205577.0833,15677,1274,14403,0
860,2020-03-07,노원구,554953.0719,417142.9167,18188,1859,16329,0
861,2020-03-07,도봉구,296572.7003,253888.3333,11691,992,10699,0
862,2020-03-07,동대문구,357573.7635,289629.5833,21212,1475,19737,0
863,2020-03-07,동작구,414255.6723,318464.1667,15894,1581,14313,0
864,2020-03-07,마포구,448702.9185,333296.6667,28419,2417,26002,0
865,2020-03-07,서대문구,355922.9743,253030,15024,1489,13535,0
866,2020-03-07,서초구,521074.8438,357174.5833,36555,2544,34011,1
867,2020-03-07,성동구,338382.8141,242346.6667,17072,1334,15738,0
868,2020-03-07,성북구,444557.8563,347830.8333,17228,1584,15644,0
869,2020-03-07,송파구,758753.3571,513697.9167,37450,3186,34264,0
870,2020-03-07,양천구,423290.713,342014.5833,18361,1655,16706,3
871,2020-03-07,영등포구,423021.0333,354610.8333,27266,2258,25008,0
872,2020-03-07,용산구,274677.4385,201900.8333,19047,1178,17869,0
873,2020-03-07,은평구,473758.7199,354379.1667,18313,1554,16759,0
874,2020-03-07,종로구,231309.688,165700,25500,1616,23884,0
875,2020-03-07,중구,191358.8015,146346.25,40338,2095,38243,0
876,2020-03-07,중랑구,378455.463,309278.3333,16161,1275,14886,1
877,2020-03-08,강남구,675886.9842,456883.75,55875,4371,51504,1
878,2020-03-08,강동구,527186.0294,346700,20974,1901,19073,0
879,2020-03-08,강북구,327720.5647,254432.5,13417,1075,12342,0
880,2020-03-08,강서구,559351.3451,451340.4167,25902,2633,23269,0
881,2020-03-08,관악구,527643.2385,421726.25,19734,1908,17826,0
882,2020-03-08,광진구,379228.4003,295605.4167,19004,1662,17342,0
883,2020-03-08,구로구,391254.1405,353806.25,22318,1785,20533,0
884,2020-03-08,금천구,209544.7409,204821.25,15677,1274,14403,0
885,2020-03-08,노원구,559847.5857,422510.8333,18188,1859,16329,1
886,2020-03-08,도봉구,302292.7261,262267.9167,11691,992,10699,0
887,2020-03-08,동대문구,355175.5859,289114.1667,21212,1475,19737,7
888,2020-03-08,동작구,416149.7773,319277.9167,15894,1581,14313,0
889,2020-03-08,마포구,439502.5937,320609.5833,28419,2417,26002,0
890,2020-03-08,서대문구,354307.7223,252850,15024,1489,13535,0
891,2020-03-08,서초구,499814.8683,339305.8333,36555,2544,34011,0
892,2020-03-08,성동구,333323.5391,238223.75,17072,1334,15738,0
893,2020-03-08,성북구,448399.9374,352890,17228,1584,15644,0
894,2020-03-08,송파구,755054.5361,509782.5,37450,3186,34264,0
895,2020-03-08,양천구,424949.0231,347490.4167,18361,1655,16706,0
896,2020-03-08,영등포구,414669.8156,346940.4167,27266,2258,25008,0
897,2020-03-08,용산구,269108.8862,196122.0833,19047,1178,17869,0
898,2020-03-08,은평구,480000.25,361981.25,18313,1554,16759,0
899,2020-03-08,종로구,217536.795,152565.8333,25500,1616,23884,0
900,2020-03-08,중구,170224.1906,125085.4167,40338,2095,38243,0
901,2020-03-08,중랑구,383267.5388,314055.8333,16161,1275,14886,1
902,2020-03-09,강남구,846622.883,614540.4167,55875,4371,51504,0
903,2020-03-09,강동구,512580.5196,331632.9167,20974,1901,19073,1
904,2020-03-09,강북구,308831.2181,234457.5,13417,1075,12342,0
905,2020-03-09,강서구,551248.5208,442119.1667,25902,2633,23269,3
906,2020-03-09,관악구,495061.2161,388835.4167,19734,1908,17826,0
907,2020-03-09,광진구,367712.6183,281279.1667,19004,1662,17342,0
908,2020-03-09,구로구,400942.6362,361489.5833,22318,1785,20533,8
909,2020-03-09,금천구,236204.4581,237725.8333,15677,1274,14403,1
910,2020-03-09,노원구,532789.3932,389437.5,18188,1859,16329,1
911,2020-03-09,도봉구,283315.8541,237900,11691,992,10699,0
912,2020-03-09,동대문구,358769.6718,289944.1667,21212,1475,19737,0
913,2020-03-09,동작구,404521.1494,307533.3333,15894,1581,14313,1
914,2020-03-09,마포구,462627.0019,343117.0833,28419,2417,26002,0
915,2020-03-09,서대문구,369311.7959,252772.9167,15024,1489,13535,0
916,2020-03-09,서초구,587674.055,424971.25,36555,2544,34011,0
917,2020-03-09,성동구,354439.3995,262487.5,17072,1334,15738,0
918,2020-03-09,성북구,433739.4556,336260,17228,1584,15644,0
919,2020-03-09,송파구,770248.3899,522231.6667,37450,3186,34264,0
920,2020-03-09,양천구,408655.7368,323932.5,18361,1655,16706,2
921,2020-03-09,영등포구,479386.1004,410975.4167,27266,2258,25008,0
922,2020-03-09,용산구,289462.5765,215244.5833,19047,1178,17869,0
923,2020-03-09,은평구,450297.8429,328383.3333,18313,1554,16759,4
924,2020-03-09,종로구,279546.0687,222533.3333,25500,1616,23884,0
925,2020-03-09,중구,272977.4161,238962.0833,40338,2095,38243,1
926,2020-03-09,중랑구,362749.2753,292137.9167,16161,1275,14886,4
927,2020-03-10,강남구,855118.3571,617367.5,55875,4371,51504,0
928,2020-03-10,강동구,514162.912,333260,20974,1901,19073,0
929,2020-03-10,강북구,310187.5289,235353.75,13417,1075,12342,0
930,2020-03-10,강서구,552338.8469,442983.75,25902,2633,23269,4
931,2020-03-10,관악구,496137.8094,389979.5833,19734,1908,17826,8
932,2020-03-10,광진구,366944.8884,283340.8333,19004,1662,17342,0
933,2020-03-10,구로구,400858.0203,360747.9167,22318,1785,20533,5
934,2020-03-10,금천구,237011.9167,237659.5833,15677,1274,14403,1
935,2020-03-10,노원구,533065.7004,390248.3333,18188,1859,16329,2
936,2020-03-10,도봉구,283809.4104,238744.5833,11691,992,10699,0
937,2020-03-10,동대문구,359537.4384,291300.4167,21212,1475,19737,4
938,2020-03-10,동작구,405733.8311,308157.5,15894,1581,14313,3
939,2020-03-10,마포구,462920.2553,342561.25,28419,2417,26002,4
940,2020-03-10,서대문구,372220.3862,254336.6667,15024,1489,13535,0
941,2020-03-10,서초구,589209.9447,423975.8333,36555,2544,34011,0
942,2020-03-10,성동구,356019.0033,263893.75,17072,1334,15738,0
943,2020-03-10,성북구,434503.9083,337210.4167,17228,1584,15644,0
944,2020-03-10,송파구,771173.2809,523222.5,37450,3186,34264,1
945,2020-03-10,양천구,409004.1813,324727.5,18361,1655,16706,7
946,2020-03-10,영등포구,478861.291,409834.1667,27266,2258,25008,5
947,2020-03-10,용산구,289068.8892,214712.0833,19047,1178,17869,0
948,2020-03-10,은평구,451743.2406,329777.5,18313,1554,16759,2
949,2020-03-10,종로구,279804.9377,222492.0833,25500,1616,23884,0
950,2020-03-10,중구,274677.7648,237737.0833,40338,2095,38243,0
951,2020-03-10,중랑구,364770.7222,292748.75,16161,1275,14886,0
952,2020-03-11,강남구,855369.2145,489435.4167,55875,4371,51504,0
953,2020-03-11,강동구,511624.9458,264939.5833,20974,1901,19073,0
954,2020-03-11,강북구,308347.1792,186690,13417,1075,12342,0
955,2020-03-11,강서구,550738.3567,352537.9167,25902,2633,23269,3
956,2020-03-11,관악구,494229.8831,311114.5833,19734,1908,17826,0
957,2020-03-11,광진구,367199.8511,226130.8333,19004,1662,17342,0
958,2020-03-11,구로구,396986.535,284850.4167,22318,1785,20533,2
959,2020-03-11,금천구,235226.8147,186935.8333,15677,1274,14403,0
960,2020-03-11,노원구,530282.8282,310857.5,18188,1859,16329,0
961,2020-03-11,도봉구,282915.1388,190105,11691,992,10699,0
962,2020-03-11,동대문구,359276.2965,231748.3333,21212,1475,19737,3
963,2020-03-11,동작구,403590.4743,245261.6667,15894,1581,14313,0
964,2020-03-11,마포구,464515.7753,274136.6667,28419,2417,26002,1
965,2020-03-11,서대문구,370483.8018,202776.25,15024,1489,13535,2
966,2020-03-11,서초구,590274.0502,337392.9167,36555,2544,34011,0
967,2020-03-11,성동구,356018.0412,210311.6667,17072,1334,15738,0
968,2020-03-11,성북구,432230.3458,268321.6667,17228,1584,15644,2
969,2020-03-11,송파구,771076.8817,416246.6667,37450,3186,34264,1
970,2020-03-11,양천구,407352.4665,258329.1667,18361,1655,16706,0
971,2020-03-11,영등포구,477800.6551,325167.9167,27266,2258,25008,0
972,2020-03-11,용산구,290011.0624,171390.8333,19047,1178,17869,0
973,2020-03-11,은평구,449328.6699,262085.8333,18313,1554,16759,2
974,2020-03-11,종로구,283248.5555,177684.5833,25500,1616,23884,0
975,2020-03-11,중구,275655.6017,187962.0833,40338,2095,38243,0
976,2020-03-11,중랑구,362704.3659,232594.1667,16161,1275,14886,1
977,2020-03-12,강남구,854338.7506,616600,55875,4371,51504,1
978,2020-03-12,강동구,510774.6992,331123.3333,20974,1901,19073,0
979,2020-03-12,강북구,307396.484,232685,13417,1075,12342,1
980,2020-03-12,강서구,548953.8299,440487.0833,25902,2633,23269,0
981,2020-03-12,관악구,492893.6044,387510.8333,19734,1908,17826,1
982,2020-03-12,광진구,367107.7918,283215,19004,1662,17342,0
983,2020-03-12,구로구,394918.4105,354848.3333,22318,1785,20533,0
984,2020-03-12,금천구,234917.499,233970.4167,15677,1274,14403,2
985,2020-03-12,노원구,529832.5248,388228.3333,18188,1859,16329,1
986,2020-03-12,도봉구,282695.6891,236469.1667,11691,992,10699,0
987,2020-03-12,동대문구,358074.1318,288801.25,21212,1475,19737,1
988,2020-03-12,동작구,403905.9971,305787.0833,15894,1581,14313,0
989,2020-03-12,마포구,463517.9389,343347.5,28419,2417,26002,0
990,2020-03-12,서대문구,370089.1414,254020.8333,15024,1489,13535,0
991,2020-03-12,서초구,589302.3964,424214.5833,36555,2544,34011,1
992,2020-03-12,성동구,355719.3222,263365.4167,17072,1334,15738,0
993,2020-03-12,성북구,432341.889,335165,17228,1584,15644,1
994,2020-03-12,송파구,769116.5479,521017.5,37450,3186,34264,1
995,2020-03-12,양천구,407282.0938,322533.75,18361,1655,16706,0
996,2020-03-12,영등포구,475774.0829,407071.25,27266,2258,25008,0
997,2020-03-12,용산구,288935.3411,214372.5,19047,1178,17869,1
998,2020-03-12,은평구,447575.5046,326777.5,18313,1554,16759,0
999,2020-03-12,종로구,282313.6623,223668.75,25500,1616,23884,0
1000,2020-03-12,중구,275263.1248,238017.0833,40338,2095,38243,0
1001,2020-03-12,중랑구,361181.8351,289327.5,16161,1275,14886,1
1002,2020-03-13,강남구,850132.2852,615055.4167,55875,4371,51504,0
1003,2020-03-13,강동구,511690.0625,332002.0833,20974,1901,19073,0
1004,2020-03-13,강북구,308070.4694,233457.0833,13417,1075,12342,0
1005,2020-03-13,강서구,548146.9702,440073.3333,25902,2633,23269,0
1006,2020-03-13,관악구,492987.7146,388157.5,19734,1908,17826,1
1007,2020-03-13,광진구,367785.481,283951.25,19004,1662,17342,0
1008,2020-03-13,구로구,393129.5035,352808.3333,22318,1785,20533,0
1009,2020-03-13,금천구,232513.8793,231851.25,15677,1274,14403,0
1010,2020-03-13,노원구,529770.7985,388937.5,18188,1859,16329,1
1011,2020-03-13,도봉구,281965.2367,236454.1667,11691,992,10699,0
1012,2020-03-13,동대문구,357108.4661,288254.5833,21212,1475,19737,3
1013,2020-03-13,동작구,403411.809,306879.1667,15894,1581,14313,1
1014,2020-03-13,마포구,465439.4546,345458.75,28419,2417,26002,1
1015,2020-03-13,서대문구,368212.3377,253756.6667,15024,1489,13535,0
1016,2020-03-13,서초구,587258.5362,423393.3333,36555,2544,34011,2
1017,2020-03-13,성동구,355828.9136,262298.75,17072,1334,15738,0
1018,2020-03-13,성북구,431079.914,335032.9167,17228,1584,15644,0
1019,2020-03-13,송파구,767097.5486,520923.75,37450,3186,34264,0
1020,2020-03-13,양천구,407194.3835,322890.8333,18361,1655,16706,0
1021,2020-03-13,영등포구,472214.9426,404698.75,27266,2258,25008,0
1022,2020-03-13,용산구,288591.8241,214577.9167,19047,1178,17869,0
1023,2020-03-13,은평구,447839.7857,327485.8333,18313,1554,16759,0
1024,2020-03-13,종로구,278552.4057,219724.5833,25500,1616,23884,0
1025,2020-03-13,중구,270456.5732,232308.75,40338,2095,38243,0
1026,2020-03-13,중랑구,361407.5339,289984.1667,16161,1275,14886,0
1027,2020-03-14,강남구,723474.6375,497138.3333,55875,4371,51504,1
1028,2020-03-14,강동구,522330.4253,344611.25,20974,1901,19073,0
1029,2020-03-14,강북구,319360.9859,247183.75,13417,1075,12342,0
1030,2020-03-14,강서구,551795.408,447400,25902,2633,23269,0
1031,2020-03-14,관악구,515302.846,412615,19734,1908,17826,0
1032,2020-03-14,광진구,377685.4365,295739.1667,19004,1662,17342,0
1033,2020-03-14,구로구,384267.1609,346493.75,22318,1785,20533,2
1034,2020-03-14,금천구,208166.8729,202869.5833,15677,1274,14403,0
1035,2020-03-14,노원구,550423.6925,413810.8333,18188,1859,16329,0
1036,2020-03-14,도봉구,295038.1862,253310,11691,992,10699,1
1037,2020-03-14,동대문구,355146.1758,288536.6667,21212,1475,19737,0
1038,2020-03-14,동작구,409448.0856,315679.1667,15894,1581,14313,0
1039,2020-03-14,마포구,449760.9964,330409.5833,28419,2417,26002,1
1040,2020-03-14,서대문구,355860.3353,254167.9167,15024,1489,13535,0
1041,2020-03-14,서초구,520665.3971,359875.4167,36555,2544,34011,0
1042,2020-03-14,성동구,337817.2755,242913.75,17072,1334,15738,0
1043,2020-03-14,성북구,440932.0619,346257.9167,17228,1584,15644,0
1044,2020-03-14,송파구,755213.3014,512087.5,37450,3186,34264,0
1045,2020-03-14,양천구,420065.5918,339937.0833,18361,1655,16706,0
1046,2020-03-14,영등포구,420890.97,352717.9167,27266,2258,25008,2
1047,2020-03-14,용산구,273978.7552,201209.1667,19047,1178,17869,0
1048,2020-03-14,은평구,470102.0257,352214.5833,18313,1554,16759,0
1049,2020-03-14,종로구,232911.7005,167032.5,25500,1616,23884,0
1050,2020-03-14,중구,190704.882,145114.5833,40338,2095,38243,0
1051,2020-03-14,중랑구,375655.3205,307242.5,16161,1275,14886,1
1052,2020-03-15,강남구,680370.4413,458221.25,55875,4371,51504,0
1053,2020-03-15,강동구,527663.9427,347205.8333,20974,1901,19073,0
1054,2020-03-15,강북구,326421.7821,252641.6667,13417,1075,12342,0
1055,2020-03-15,강서구,557084.4071,449203.3333,25902,2633,23269,1
1056,2020-03-15,관악구,525857.9425,420129.5833,19734,1908,17826,0
1057,2020-03-15,광진구,378298.8089,297286.6667,19004,1662,17342,0
1058,2020-03-15,구로구,387830.685,350489.5833,22318,1785,20533,2
1059,2020-03-15,금천구,209202.806,203699.5833,15677,1274,14403,0
1060,2020-03-15,노원구,559759.1999,422506.25,18188,1859,16329,1
1061,2020-03-15,도봉구,301457.7095,260810,11691,992,10699,0
1062,2020-03-15,동대문구,355857.4892,289370.8333,21212,1475,19737,0
1063,2020-03-15,동작구,413548.0638,317789.5833,15894,1581,14313,0
1064,2020-03-15,마포구,438593.496,318881.25,28419,2417,26002,0
1065,2020-03-15,서대문구,356158.7456,254288.75,15024,1489,13535,0
1066,2020-03-15,서초구,500811.2366,340285,36555,2544,34011,0
1067,2020-03-15,성동구,334881.9271,238040,17072,1334,15738,0
1068,2020-03-15,성북구,448839.5739,352787.0833,17228,1584,15644,0
1069,2020-03-15,송파구,752250.2578,509308.75,37450,3186,34264,0
1070,2020-03-15,양천구,424953.8567,344982.5,18361,1655,16706,0
1071,2020-03-15,영등포구,412001.6154,344757.9167,27266,2258,25008,1
1072,2020-03-15,용산구,268299.0272,194785.8333,19047,1178,17869,0
1073,2020-03-15,은평구,481797.7127,361384.5833,18313,1554,16759,1
1074,2020-03-15,종로구,217299.8982,151904.5833,25500,1616,23884,0
1075,2020-03-15,중구,169257.406,126172.5,40338,2095,38243,0
1076,2020-03-15,중랑구,382997.3477,314256.6667,16161,1275,14886,0
1077,2020-03-16,강남구,846197.0125,613019.1667,55875,4371,51504,0
1078,2020-03-16,강동구,512171.458,330537.0833,20974,1901,19073,0
1079,2020-03-16,강북구,308072.3421,233493.75,13417,1075,12342,0
1080,2020-03-16,강서구,549848.0456,440124.1667,25902,2633,23269,1
1081,2020-03-16,관악구,494550.4256,387477.5,19734,1908,17826,2
1082,2020-03-16,광진구,366615.869,282832.0833,19004,1662,17342,0
1083,2020-03-16,구로구,395765.0561,355723.75,22318,1785,20533,2
1084,2020-03-16,금천구,235502.7132,236023.75,15677,1274,14403,0
1085,2020-03-16,노원구,532474.4819,389623.3333,18188,1859,16329,0
1086,2020-03-16,도봉구,283001.5326,237269.5833,11691,992,10699,0
1087,2020-03-16,동대문구,360728.4182,291741.6667,21212,1475,19737,2
1088,2020-03-16,동작구,405943.0355,308069.1667,15894,1581,14313,1
1089,2020-03-16,마포구,460935.6763,341535.8333,28419,2417,26002,0
1090,2020-03-16,서대문구,372272.7872,254826.6667,15024,1489,13535,2
1091,2020-03-16,서초구,588285.394,423293.3333,36555,2544,34011,0
1092,2020-03-16,성동구,357142.614,263250,17072,1334,15738,0
1093,2020-03-16,성북구,434049.3183,335506.25,17228,1584,15644,0
1094,2020-03-16,송파구,767494.3806,520035.4167,37450,3186,34264,0
1095,2020-03-16,양천구,407733.7905,321311.6667,18361,1655,16706,0
1096,2020-03-16,영등포구,474114.1243,407277.5,27266,2258,25008,1
1097,2020-03-16,용산구,288124.8022,212790.8333,19047,1178,17869,1
1098,2020-03-16,은평구,450271.1593,327734.5833,18313,1554,16759,1
1099,2020-03-16,종로구,279552.0234,221104.1667,25500,1616,23884,0
1100,2020-03-16,중구,270636.4127,236182.9167,40338,2095,38243,0
1101,2020-03-16,중랑구,362488.793,290431.25,16161,1275,14886,0
1102,2020-03-17,강남구,854828.3731,617640.8333,55875,4371,51504,0
1103,2020-03-17,강동구,511497.5593,330949.1667,20974,1901,19073,0
1104,2020-03-17,강북구,306911.28,232400.8333,13417,1075,12342,0
1105,2020-03-17,강서구,548162.6589,439179.5833,25902,2633,23269,0
1106,2020-03-17,관악구,493739.765,386812.9167,19734,1908,17826,0
1107,2020-03-17,광진구,366089.5018,282355,19004,1662,17342,0
1108,2020-03-17,구로구,393361.179,353594.1667,22318,1785,20533,0
1109,2020-03-17,금천구,235243.1675,235350,15677,1274,14403,0
1110,2020-03-17,노원구,531508.3925,388732.5,18188,1859,16329,0
1111,2020-03-17,도봉구,281622.2424,236018.75,11691,992,10699,0
1112,2020-03-17,동대문구,359551.944,290867.5,21212,1475,19737,1
1113,2020-03-17,동작구,406311.1206,308286.6667,15894,1581,14313,0
1114,2020-03-17,마포구,463465.4107,342267.0833,28419,2417,26002,1
1115,2020-03-17,서대문구,373369,255375.4167,15024,1489,13535,0
1116,2020-03-17,서초구,592234.6194,424537.5,36555,2544,34011,0
1117,2020-03-17,성동구,358084.2511,263337.0833,17072,1334,15738,0
1118,2020-03-17,성북구,434351.5293,335572.0833,17228,1584,15644,0
1119,2020-03-17,송파구,768295.4996,520440.4167,37450,3186,34264,1
1120,2020-03-17,양천구,408020.9482,321592.0833,18361,1655,16706,0
1121,2020-03-17,영등포구,476378.0988,407678.3333,27266,2258,25008,0
1122,2020-03-17,용산구,289160.8227,212982.0833,19047,1178,17869,0
1123,2020-03-17,은평구,448411.9983,326717.5,18313,1554,16759,0
1124,2020-03-17,종로구,282552.0085,222830.4167,25500,1616,23884,0
1125,2020-03-17,중구,275940.0366,238164.5833,40338,2095,38243,0
1126,2020-03-17,중랑구,361261.333,288796.6667,16161,1275,14886,1
1127,2020-03-18,강남구,855021.7806,616964.5833,55875,4371,51504,2
1128,2020-03-18,강동구,510483.4123,329902.5,20974,1901,19073,0
1129,2020-03-18,강북구,305920.808,231587.5,13417,1075,12342,0
1130,2020-03-18,강서구,546564.143,437535,25902,2633,23269,0
1131,2020-03-18,관악구,492747.4197,385496.25,19734,1908,17826,0
1132,2020-03-18,광진구,366192.9163,282412.5,19004,1662,17342,1
1133,2020-03-18,구로구,392689.8649,352159.1667,22318,1785,20533,0
1134,2020-03-18,금천구,233847.6779,234661.6667,15677,1274,14403,0
1135,2020-03-18,노원구,529960.7778,386623.3333,18188,1859,16329,1
1136,2020-03-18,도봉구,281524.8432,235255.8333,11691,992,10699,0
1137,2020-03-18,동대문구,359352.9927,290203.3333,21212,1475,19737,0
1138,2020-03-18,동작구,405319.8533,307427.9167,15894,1581,14313,2
1139,2020-03-18,마포구,464476.215,342858.75,28419,2417,26002,1
1140,2020-03-18,서대문구,371849.1829,254712.5,15024,1489,13535,0
1141,2020-03-18,서초구,591678.2479,424608.3333,36555,2544,34011,0
1142,2020-03-18,성동구,357315.4759,262972.5,17072,1334,15738,0
1143,2020-03-18,성북구,433218.7194,334237.0833,17228,1584,15644,2
1144,2020-03-18,송파구,767125.1929,519435,37450,3186,34264,0
1145,2020-03-18,양천구,407134.7683,320402.9167,18361,1655,16706,1
1146,2020-03-18,영등포구,476379.0795,407021.25,27266,2258,25008,0
1147,2020-03-18,용산구,289982.9134,213819.1667,19047,1178,17869,1
1148,2020-03-18,은평구,446200.7327,325202.0833,18313,1554,16759,0
1149,2020-03-18,종로구,285331.1354,225065.4167,25500,1616,23884,0
1150,2020-03-18,중구,276056.992,238146.25,40338,2095,38243,0
1151,2020-03-18,중랑구,359892.0894,287481.25,16161,1275,14886,0
1152,2020-03-19,강남구,853726.8019,615865.4167,55875,4371,51504,1
1153,2020-03-19,강동구,513127.231,330630.8333,20974,1901,19073,0
1154,2020-03-19,강북구,307156.0325,232729.5833,13417,1075,12342,0
1155,2020-03-19,강서구,548063.3631,438525,25902,2633,23269,1
1156,2020-03-19,관악구,493802.3473,386358.3333,19734,1908,17826,1
1157,2020-03-19,광진구,365720.5067,282791.25,19004,1662,17342,0
1158,2020-03-19,구로구,394674.0889,353822.0833,22318,1785,20533,0
1159,2020-03-19,금천구,234713.3411,235157.5,15677,1274,14403,0
1160,2020-03-19,노원구,531925.4675,388510.4167,18188,1859,16329,2
1161,2020-03-19,도봉구,281919.6902,236445.4167,11691,992,10699,0
