,날짜,구,생활인구수,유동인구수,전체점포수,프랜차이즈점포수,일반점포수,확진자수
2272,2020-05-02,성동구,312070.15,228772.5,17062,1322,15740,0
2273,2020-05-02,성북구,413449.9771,326929.1667,17151,1584,15567,0
2274,2020-05-02,송파구,701150.8173,482560.8333,37428,3169,34259,0
2275,2020-05-02,양천구,390016.6755,319058.75,18372,1663,16709,0
2276,2020-05-02,영등포구,394606.4441,328710.8333,27173,2259,24914,0
2277,2020-05-02,용산구,267450.5015,194653.75,18924,1183,17741,1
2278,2020-05-02,은평구,441006.2935,334137.5,18350,1572,16778,0
2279,2020-05-02,종로구,239080.4484,173767.0833,25318,1608,23710,0
2280,2020-05-02,중구,192459.9427,148032.0833,40015,2062,37953,0
2281,2020-05-02,중랑구,354742.3601,291080.8333,16180,1286,14894,0
2282,2020-05-03,강남구,652741.3372,446338.3333,55675,4353,51322,0
2283,2020-05-03,강동구,504358.7683,331437.5,20935,1897,19038,0
2284,2020-05-03,강북구,312131.2743,245108.75,13461,1066,12395,0
2285,2020-05-03,강서구,525792.7544,430149.1667,26009,2632,23377,0
2286,2020-05-03,관악구,487673.5061,397519.1667,19710,1903,17807,0
2287,2020-05-03,광진구,367746.6774,282813.3333,18984,1668,17316,0
2288,2020-05-03,구로구,368489.3396,333627.5,22249,1798,20451,0
2289,2020-05-03,금천구,199199.6186,196035,15627,1271,14356,0
2290,2020-05-03,노원구,531168.4947,407487.0833,18235,1866,16369,0
2291,2020-05-03,도봉구,290630.4126,252010,11723,983,10740,0
2292,2020-05-03,동대문구,343377.0472,277867.0833,21157,1473,19684,0
2293,2020-05-03,동작구,390353.148,304050.4167,15784,1570,14214,0
2294,2020-05-03,마포구,425787.4758,312936.6667,28401,2400,26001,0
2295,2020-05-03,서대문구,337811.7246,241131.6667,15007,1489,13518,0
2296,2020-05-03,서초구,485961.2786,336057.0833,36373,2535,33838,0
2297,2020-05-03,성동구,313035.9691,229399.1667,17062,1322,15740,0
2298,2020-05-03,성북구,425787.8179,337526.6667,17151,1584,15567,0
2299,2020-05-03,송파구,709926.4555,490479.1667,37428,3169,34259,0
2300,2020-05-03,양천구,400004.9994,330707.0833,18372,1663,16709,0
2301,2020-05-03,영등포구,399157.3813,332523.75,27173,2259,24914,0
2302,2020-05-03,용산구,267577.3817,193308.3333,18924,1183,17741,0
2303,2020-05-03,은평구,455959.249,347036.25,18350,1572,16778,0
2304,2020-05-03,종로구,225547.23,160966.6667,25318,1608,23710,0
2305,2020-05-03,중구,174823.415,132571.6667,40015,2062,37953,0
2306,2020-05-03,중랑구,366459.4344,301589.5833,16180,1286,14894,0
2307,2020-05-04,강남구,776693.0262,564685,55675,4353,51322,0
2308,2020-05-04,강동구,502459.585,327055.4167,20935,1897,19038,0
2309,2020-05-04,강북구,304602.3925,235189.5833,13461,1066,12395,0
2310,2020-05-04,강서구,532497.4601,434904.1667,26009,2632,23377,0
2311,2020-05-04,관악구,480346.5007,388229.5833,19710,1903,17807,0
2312,2020-05-04,광진구,370895.7049,283373.75,18984,1668,17316,0
2313,2020-05-04,구로구,381336.4904,347219.5833,22249,1798,20451,0
2314,2020-05-04,금천구,217448.1414,218766.25,15627,1271,14356,0
2315,2020-05-04,노원구,526279.0444,394373.75,18235,1866,16369,0
2316,2020-05-04,도봉구,279764.7132,237324.5833,11723,983,10740,0
2317,2020-05-04,동대문구,355367.8933,288550.4167,21157,1473,19684,0
2318,2020-05-04,동작구,396721.2192,308064.5833,15784,1570,14214,0
2319,2020-05-04,마포구,450326.5537,338902.0833,28401,2400,26001,0
2320,2020-05-04,서대문구,359940.4846,250989.1667,15007,1489,13518,0
2321,2020-05-04,서초구,561304.3308,403069.5833,36373,2535,33838,0
2322,2020-05-04,성동구,339515.1509,255179.1667,17062,1322,15740,0
2323,2020-05-04,성북구,426262.4131,334991.6667,17151,1584,15567,0
2324,2020-05-04,송파구,739239.8644,510101.25,37428,3169,34259,0
2325,2020-05-04,양천구,399245.7008,322918.75,18372,1663,16709,0
2326,2020-05-04,영등포구,453816.7937,392890.8333,27173,2259,24914,0
2327,2020-05-04,용산구,284249.2512,209575.4167,18924,1183,17741,0
2328,2020-05-04,은평구,444136.3548,330662.0833,18350,1572,16778,0
2329,2020-05-04,종로구,275341.7024,217598.3333,25318,1608,23710,0
2330,2020-05-04,중구,257689.8048,223852.9167,40015,2062,37953,0
2331,2020-05-04,중랑구,357537.4776,290451.6667,16180,1286,14894,0
2332,2020-05-05,강남구,686115.1252,471382.0833,55675,4353,51322,0
2333,2020-05-05,강동구,515404.3782,340202.0833,20935,1897,19038,0
2334,2020-05-05,강북구,315834.1604,247858.3333,13461,1066,12395,0
2335,2020-05-05,강서구,544140.7007,444908.3333,26009,2632,23377,0
2336,2020-05-05,관악구,505222.2549,414435.8333,19710,1903,17807,0
2337,2020-05-05,광진구,384855.1137,296088.3333,18984,1668,17316,0
2338,2020-05-05,구로구,377696.1473,345005,22249,1798,20451,0
2339,2020-05-05,금천구,207084.8467,204760.8333,15627,1271,14356,0
2340,2020-05-05,노원구,542084.0697,415386.25,18235,1866,16369,0
2341,2020-05-05,도봉구,291826.0763,252355,11723,983,10740,0
2342,2020-05-05,동대문구,354457.2594,289817.0833,21157,1473,19684,0
2343,2020-05-05,동작구,408054.915,319001.6667,15784,1570,14214,0
2344,2020-05-05,마포구,443438.5188,328030.4167,28401,2400,26001,0
2345,2020-05-05,서대문구,349888.9651,250155.4167,15007,1489,13518,0
2346,2020-05-05,서초구,508654.9244,352125.8333,36373,2535,33838,0
2347,2020-05-05,성동구,331373.5149,244642.0833,17062,1322,15740,0
2348,2020-05-05,성북구,437042.4297,348479.5833,17151,1584,15567,0
2349,2020-05-05,송파구,747292.1926,516025,37428,3169,34259,0
2350,2020-05-05,양천구,410246.0405,339449.1667,18372,1663,16709,0
2351,2020-05-05,영등포구,419333.884,351654.1667,27173,2259,24914,0
2352,2020-05-05,용산구,274178.2592,199959.5833,18924,1183,17741,0
2353,2020-05-05,은평구,464769.3168,353633.3333,18350,1572,16778,0
2354,2020-05-05,종로구,242581.3747,175961.6667,25318,1608,23710,0
2355,2020-05-05,중구,198682.2806,151953.3333,40015,2062,37953,0
2356,2020-05-05,중랑구,371404.5924,307069.5833,16180,1286,14894,0
2357,2020-05-06,강남구,871147.8779,647122.5,55675,4353,51322,0
2358,2020-05-06,강동구,506529.4945,327490.8333,20935,1897,19038,0
2359,2020-05-06,강북구,300631.7852,231430.8333,13461,1066,12395,0
2360,2020-05-06,강서구,541150.7487,438962.0833,26009,2632,23377,0
2361,2020-05-06,관악구,481294.5254,385776.6667,19710,1903,17807,0
2362,2020-05-06,광진구,371133.6962,281405,18984,1668,17316,0
2363,2020-05-06,구로구,394976.1471,358331.6667,22249,1798,20451,0
2364,2020-05-06,금천구,236148.1513,239459.5833,15627,1271,14356,0
2365,2020-05-06,노원구,523465.11,388094.5833,18235,1866,16369,0
2366,2020-05-06,도봉구,277864.235,232844.5833,11723,983,10740,0
2367,2020-05-06,동대문구,359612.8443,291038.3333,21157,1473,19684,0
2368,2020-05-06,동작구,401185.4529,309751.6667,15784,1570,14214,0
2369,2020-05-06,마포구,464882.623,349327.5,28401,2400,26001,0
2370,2020-05-06,서대문구,370678.5041,254261.6667,15007,1489,13518,0
2371,2020-05-06,서초구,605810.4847,441899.1667,36373,2535,33838,0
2372,2020-05-06,성동구,351474.6226,265551.6667,17062,1322,15740,0
2373,2020-05-06,성북구,427738.0197,334221.6667,17151,1584,15567,0
2374,2020-05-06,송파구,758282.1532,524384.1667,37428,3169,34259,0
2375,2020-05-06,양천구,401456.9408,320520.4167,18372,1663,16709,0
2376,2020-05-06,영등포구,482155.2889,419142.5,27173,2259,24914,0
2377,2020-05-06,용산구,295762.6917,219917.9167,18924,1183,17741,0
2378,2020-05-06,은평구,439592.4479,324139.5833,18350,1572,16778,0
2379,2020-05-06,종로구,300417.9231,244443.75,25318,1608,23710,0
2380,2020-05-06,중구,286625.3246,260441.6667,40015,2062,37953,0
2381,2020-05-06,중랑구,354702.1008,286078.75,16180,1286,14894,0
2382,2020-05-07,강남구,879688.8918,650717.9167,55675,4353,51322,0
2383,2020-05-07,강동구,503954.6719,325717.9167,20935,1897,19038,0
2384,2020-05-07,강북구,299821.4396,230666.6667,13461,1066,12395,0
2385,2020-05-07,강서구,540116.7626,437481.25,26009,2632,23377,0
2386,2020-05-07,관악구,480199.1715,384755.8333,19710,1903,17807,0
2387,2020-05-07,광진구,370398.205,280990.4167,18984,1668,17316,0
2388,2020-05-07,구로구,394166.3959,356964.1667,22249,1798,20451,0
2389,2020-05-07,금천구,235366.8645,238214.5833,15627,1271,14356,0
2390,2020-05-07,노원구,521708.4349,386593.3333,18235,1866,16369,0
2391,2020-05-07,도봉구,276520.5551,231630,11723,983,10740,0
2392,2020-05-07,동대문구,359451.7291,290416.25,21157,1473,19684,0
2393,2020-05-07,동작구,400202.2396,308942.0833,15784,1570,14214,0
2394,2020-05-07,마포구,467897.7148,351090.8333,28401,2400,26001,0
2395,2020-05-07,서대문구,372526.3679,254844.1667,15007,1489,13518,0
2396,2020-05-07,서초구,613598.7567,445837.9167,36373,2535,33838,0
2397,2020-05-07,성동구,352109.1495,265430,17062,1322,15740,0
2398,2020-05-07,성북구,426559.673,332527.5,17151,1584,15567,0
2399,2020-05-07,송파구,758852.807,524008.3333,37428,3169,34259,0
2400,2020-05-07,양천구,400412.3235,318785.8333,18372,1663,16709,0
2401,2020-05-07,영등포구,483844.0108,419187.9167,27173,2259,24914,0
2402,2020-05-07,용산구,296917.4062,220298.75,18924,1183,17741,0
2403,2020-05-07,은평구,437811.6395,323318.75,18350,1572,16778,0
2404,2020-05-07,종로구,303281.3696,245881.6667,25318,1608,23710,0
2405,2020-05-07,중구,291503.0804,262136.25,40015,2062,37953,0
2406,2020-05-07,중랑구,353174.5269,284824.5833,16180,1286,14894,0
2407,2020-05-08,강남구,870416.3315,642770.4167,55675,4353,51322,0
2408,2020-05-08,강동구,505442.9807,327848.75,20935,1897,19038,1
2409,2020-05-08,강북구,300328.5429,230967.0833,13461,1066,12395,0
2410,2020-05-08,강서구,539100.6842,436915,26009,2632,23377,0
2411,2020-05-08,관악구,478319.4189,382950,19710,1903,17807,3
2412,2020-05-08,광진구,370502.4805,280379.1667,18984,1668,17316,0
2413,2020-05-08,구로구,392369.863,356507.9167,22249,1798,20451,0
2414,2020-05-08,금천구,234306.9929,236383.3333,15627,1271,14356,0
2415,2020-05-08,노원구,521104.591,387888.3333,18235,1866,16369,0
2416,2020-05-08,도봉구,278215.9954,232860,11723,983,10740,0
2417,2020-05-08,동대문구,358521.2398,289728.3333,21157,1473,19684,0
2418,2020-05-08,동작구,399413.8097,309845.8333,15784,1570,14214,1
2419,2020-05-08,마포구,465650.0567,349842.0833,28401,2400,26001,0
2420,2020-05-08,서대문구,369357.8928,252693.3333,15007,1489,13518,0
2421,2020-05-08,서초구,611696.0969,445111.25,36373,2535,33838,0
2422,2020-05-08,성동구,352491.895,264191.6667,17062,1322,15740,0
2423,2020-05-08,성북구,425369.9051,331892.5,17151,1584,15567,0
2424,2020-05-08,송파구,758103.5248,523898.3333,37428,3169,34259,0
2425,2020-05-08,양천구,400794.756,320351.6667,18372,1663,16709,0
2426,2020-05-08,영등포구,480087.7604,414375.4167,27173,2259,24914,0
2427,2020-05-08,용산구,297103.3531,218947.9167,18924,1183,17741,4
2428,2020-05-08,은평구,438296.8837,323557.5,18350,1572,16778,0
2429,2020-05-08,종로구,296337.6419,238600,25318,1608,23710,1
2430,2020-05-08,중구,285433.9852,253658.75,40015,2062,37953,1
2431,2020-05-08,중랑구,354920.3813,285700.8333,16180,1286,14894,2
2432,2020-05-09,강남구,741240.0891,518227.5,55675,4353,51322,1
2433,2020-05-09,강동구,522399.4191,343601.6667,20935,1897,19038,0
2434,2020-05-09,강북구,316888.4466,249217.5,13461,1066,12395,0
2435,2020-05-09,강서구,548760.4068,447306.6667,26009,2632,23377,2
2436,2020-05-09,관악구,504212.1704,410295,19710,1903,17807,1
2437,2020-05-09,광진구,380267.6033,292940.8333,18984,1668,17316,2
2438,2020-05-09,구로구,386375.2743,352745.4167,22249,1798,20451,0
2439,2020-05-09,금천구,210151.3359,206153.75,15627,1271,14356,0
2440,2020-05-09,노원구,546193.4369,417544.5833,18235,1866,16369,0
2441,2020-05-09,도봉구,292391.3597,252147.9167,11723,983,10740,1
2442,2020-05-09,동대문구,357172.9869,290353.3333,21157,1473,19684,0
2443,2020-05-09,동작구,409542.217,318535.4167,15784,1570,14214,2
2444,2020-05-09,마포구,447575.4723,332361.25,28401,2400,26001,0
2445,2020-05-09,서대문구,352996.6286,250963.3333,15007,1489,13518,1
2446,2020-05-09,서초구,542884.4399,378273.3333,36373,2535,33838,1
2447,2020-05-09,성동구,333518.765,244629.5833,17062,1322,15740,0
2448,2020-05-09,성북구,439546.6142,347500.8333,17151,1584,15567,2
2449,2020-05-09,송파구,751001.2049,519995,37428,3169,34259,1
2450,2020-05-09,양천구,417598.7131,344285,18372,1663,16709,0
2451,2020-05-09,영등포구,424771.5393,358332.5,27173,2259,24914,0
2452,2020-05-09,용산구,272901.6461,198495.8333,18924,1183,17741,4
2453,2020-05-09,은평구,466994.2642,352841.6667,18350,1572,16778,0
2454,2020-05-09,종로구,238453.5307,174466.6667,25318,1608,23710,0
2455,2020-05-09,중구,196777.7806,153106.6667,40015,2062,37953,0
2456,2020-05-09,중랑구,374710.5267,307500,16180,1286,14894,0
2457,2020-05-10,강남구,686309.2273,471532.9167,55675,4353,51322,4
2458,2020-05-10,강동구,523869.6251,343742.5,20935,1897,19038,0
2459,2020-05-10,강북구,320394.1727,252627.0833,13461,1066,12395,1
2460,2020-05-10,강서구,548225.9741,446898.3333,26009,2632,23377,1
2461,2020-05-10,관악구,512388.044,418778.75,19710,1903,17807,3
2462,2020-05-10,광진구,381719.7394,294111.6667,18984,1668,17316,1
2463,2020-05-10,구로구,385333.3038,351313.75,22249,1798,20451,0
2464,2020-05-10,금천구,207121.8085,203732.0833,15627,1271,14356,0
2465,2020-05-10,노원구,549053.7936,419847.5,18235,1866,16369,0
2466,2020-05-10,도봉구,297160.1773,257729.5833,11723,983,10740,0
2467,2020-05-10,동대문구,355715.0426,288270.8333,21157,1473,19684,1
2468,2020-05-10,동작구,408253.7152,318938.3333,15784,1570,14214,2
2469,2020-05-10,마포구,441558.5754,324880.8333,28401,2400,26001,0
2470,2020-05-10,서대문구,350183.5785,250355.4167,15007,1489,13518,0
2471,2020-05-10,서초구,512893.4706,352976.6667,36373,2535,33838,0
2472,2020-05-10,성동구,328110.7017,239432.9167,17062,1322,15740,0
2473,2020-05-10,성북구,443699.9863,350440,17151,1584,15567,1
2474,2020-05-10,송파구,742776.1838,512573.75,37428,3169,34259,1
2475,2020-05-10,양천구,417616.9583,345305.8333,18372,1663,16709,1
2476,2020-05-10,영등포구,415336.7005,347820.8333,27173,2259,24914,0
2477,2020-05-10,용산구,267524.8171,194024.5833,18924,1183,17741,2
2478,2020-05-10,은평구,473495.5269,358375.8333,18350,1572,16778,0
2479,2020-05-10,종로구,229283.6964,164651.6667,25318,1608,23710,0
2480,2020-05-10,중구,178344.8434,135654.5833,40015,2062,37953,0
2481,2020-05-10,중랑구,376771.3987,309998.75,16180,1286,14894,1
2482,2020-05-10,중랑구,376771.3987,309998.75,16180,1286,14894,1
2483,2020-05-11,강남구,862853.507,639378.3333,55675,4353,51322,0
2484,2020-05-11,강동구,508636.5272,327924.5833,20935,1897,19038,1
2485,2020-05-11,강북구,302080.6033,232617.9167,13461,1066,12395,1
2486,2020-05-11,강서구,543676.0879,439242.9167,26009,2632,23377,1
2487,2020-05-11,관악구,482374.3594,387856.6667,19710,1903,17807,1
2488,2020-05-11,광진구,371202.6047,281060.8333,18984,1668,17316,0
2489,2020-05-11,구로구,396165.8645,359560.4167,22249,1798,20451,0
2490,2020-05-11,금천구,236297.2439,240430.8333,15627,1271,14356,0
2491,2020-05-11,노원구,524315.2077,388827.5,18235,1866,16369,0
2492,2020-05-11,도봉구,279442.2102,233563.3333,11723,983,10740,1
2493,2020-05-11,동대문구,360899.044,292445.8333,21157,1473,19684,0
2494,2020-05-11,동작구,401312.8382,310808.75,15784,1570,14214,0
2495,2020-05-11,마포구,463573.5358,347887.9167,28401,2400,26001,0
2496,2020-05-11,서대문구,370165.0184,253547.9167,15007,1489,13518,1
2497,2020-05-11,서초구,606486.8519,440887.5,36373,2535,33838,1
2498,2020-05-11,성동구,351354.4508,263382.0833,17062,1322,15740,1
2499,2020-05-11,성북구,430595.9749,335782.9167,17151,1584,15567,0
2500,2020-05-11,송파구,756672.8657,524437.5,37428,3169,34259,0
2501,2020-05-11,양천구,401613.9376,321032.9167,18372,1663,16709,1
2502,2020-05-11,영등포구,478476.5795,415582.5,27173,2259,24914,0
2503,2020-05-11,용산구,290581.9333,215522.9167,18924,1183,17741,2
2504,2020-05-11,은평구,444279.2816,325903.75,18350,1572,16778,0
2505,2020-05-11,종로구,294460.1849,239512.9167,25318,1608,23710,0
2506,2020-05-11,중구,283756.386,255707.0833,40015,2062,37953,1
2507,2020-05-11,중랑구,356659.9785,287663.75,16180,1286,14894,0
2508,2020-05-12,강남구,872171.6686,641933.75,55675,4353,51322,0
2509,2020-05-12,강동구,507999.5172,327375,20935,1897,19038,0
2510,2020-05-12,강북구,298280.0137,231656.25,13461,1066,12395,1
2511,2020-05-12,강서구,543433.4297,437592.5,26009,2632,23377,0
2512,2020-05-12,관악구,482426.1788,386578.3333,19710,1903,17807,1
2513,2020-05-12,광진구,369774.4481,279951.6667,18984,1668,17316,0
2514,2020-05-12,구로구,393933.754,357500,22249,1798,20451,0
2515,2020-05-12,금천구,235383.6364,238351.25,15627,1271,14356,0
2516,2020-05-12,노원구,524483.0893,387577.0833,18235,1866,16369,1
2517,2020-05-12,도봉구,277561.623,232670.4167,11723,983,10740,1
2518,2020-05-12,동대문구,361201.9798,292012.0833,21157,1473,19684,1
2519,2020-05-12,동작구,400378.7926,310556.25,15784,1570,14214,1
2520,2020-05-12,마포구,464949.9318,348010.8333,28401,2400,26001,0
2521,2020-05-12,서대문구,372134.8348,254480.4167,15007,1489,13518,0
2522,2020-05-12,서초구,609669.4335,441135.8333,36373,2535,33838,0
2523,2020-05-12,성동구,352750.9043,265150.4167,17062,1322,15740,1
2524,2020-05-12,성북구,431961.9892,335606.25,17151,1584,15567,0
2525,2020-05-12,송파구,757386.3136,523781.6667,37428,3169,34259,1
2526,2020-05-12,양천구,400241.2005,319723.3333,18372,1663,16709,0
2527,2020-05-12,영등포구,480631.4857,414288.75,27173,2259,24914,0
2528,2020-05-12,용산구,291565.1001,215577.5,18924,1183,17741,0
2529,2020-05-12,은평구,442791.719,324959.1667,18350,1572,16778,0
2530,2020-05-12,종로구,299056.6204,242047.0833,25318,1608,23710,0
2531,2020-05-12,중구,287273.0964,256407.0833,40015,2062,37953,0
2532,2020-05-12,중랑구,354897.0428,286072.9167,16180,1286,14894,0
2533,2020-05-13,강남구,873362.2749,641290,55675,4353,51322,0
2534,2020-05-13,강동구,507687.3225,327126.6667,20935,1897,19038,1
2535,2020-05-13,강북구,301284.506,230932.0833,13461,1066,12395,0
2536,2020-05-13,강서구,541670.547,436529.1667,26009,2632,23377,1
2537,2020-05-13,관악구,482628.4898,386690.4167,19710,1903,17807,0
2538,2020-05-13,광진구,370797.3935,280459.5833,18984,1668,17316,0
2539,2020-05-13,구로구,394385.0283,356732.5,22249,1798,20451,0
2540,2020-05-13,금천구,235457.4387,237582.5,15627,1271,14356,0
2541,2020-05-13,노원구,522887.7083,386760.4167,18235,1866,16369,1
2542,2020-05-13,도봉구,277890.8277,232381.25,11723,983,10740,0
2543,2020-05-13,동대문구,361367.2464,291949.5833,21157,1473,19684,0
2544,2020-05-13,동작구,400309.0768,310324.5833,15784,1570,14214,0
2545,2020-05-13,마포구,464787.9096,347840.8333,28401,2400,26001,0
2546,2020-05-13,서대문구,371365.6503,254210.4167,15007,1489,13518,0
2547,2020-05-13,서초구,610928.9173,441025.8333,36373,2535,33838,0
2548,2020-05-13,성동구,353781.329,265062.5,17062,1322,15740,0
2549,2020-05-13,성북구,432101.6977,335263.3333,17151,1584,15567,0
2550,2020-05-13,송파구,758323.2455,523697.0833,37428,3169,34259,1
2551,2020-05-13,양천구,400641.0842,319418.3333,18372,1663,16709,0
2552,2020-05-13,영등포구,482026.4576,414806.6667,27173,2259,24914,1
2553,2020-05-13,용산구,291663.7111,214777.9167,18924,1183,17741,0
2554,2020-05-13,은평구,441890.4935,324074.1667,18350,1572,16778,0
2555,2020-05-13,종로구,301085.7481,242897.5,25318,1608,23710,0
2556,2020-05-13,중구,287619.4184,255569.5833,40015,2062,37953,0
2557,2020-05-13,중랑구,353580.2387,284912.5,16180,1286,14894,0
2558,2020-05-14,강남구,869763.891,638956.25,55675,4353,51322,1
2559,2020-05-14,강동구,505363.4958,325555.4167,20935,1897,19038,2
2560,2020-05-14,강북구,301046.9399,231166.6667,13461,1066,12395,0
2561,2020-05-14,강서구,541729.6707,436922.5,26009,2632,23377,0
2562,2020-05-14,관악구,482144.1268,386835,19710,1903,17807,0
2563,2020-05-14,광진구,371031.374,280845,18984,1668,17316,1
2564,2020-05-14,구로구,394142.5224,355936.6667,22249,1798,20451,0
2565,2020-05-14,금천구,234955.5374,237092.0833,15627,1271,14356,1
2566,2020-05-14,노원구,522357.5791,386397.0833,18235,1866,16369,0
2567,2020-05-14,도봉구,278135.3538,232290.8333,11723,983,10740,2
2568,2020-05-14,동대문구,361185.1118,291540,21157,1473,19684,1
2569,2020-05-14,동작구,400521.1253,310367.5,15784,1570,14214,0
2570,2020-05-14,마포구,462844.2329,347046.25,28401,2400,26001,0
2571,2020-05-14,서대문구,371439.7071,253897.9167,15007,1489,13518,0
2572,2020-05-14,서초구,610012.293,440072.9167,36373,2535,33838,0
2573,2020-05-14,성동구,353885.8497,264767.5,17062,1322,15740,0
2574,2020-05-14,성북구,431950.5495,335080,17151,1584,15567,0
2575,2020-05-14,송파구,756572.7996,522612.5,37428,3169,34259,1
2576,2020-05-14,양천구,400148.0165,319327.0833,18372,1663,16709,0
2577,2020-05-14,영등포구,481068.2346,414140.8333,27173,2259,24914,1
2578,2020-05-14,용산구,291660.7525,214809.1667,18924,1183,17741,2
2579,2020-05-14,은평구,441651.9526,323916.25,18350,1572,16778,0
2580,2020-05-14,종로구,299733.8412,242130.4167,25318,1608,23710,0
2581,2020-05-14,중구,287133.4193,255072.5,40015,2062,37953,0
2582,2020-05-14,중랑구,354246.7185,285179.1667,16180,1286,14894,0
2583,2020-05-15,강남구,866071.9712,637178.75,55675,4353,51322,1
2584,2020-05-15,강동구,511148.3176,330072.0833,20935,1897,19038,0
2585,2020-05-15,강북구,303937.8291,234389.1667,13461,1066,12395,0
2586,2020-05-15,강서구,543776.6414,440372.9167,26009,2632,23377,0
2587,2020-05-15,관악구,486217.4583,390796.6667,19710,1903,17807,1
2588,2020-05-15,광진구,373520.1364,284084.1667,18984,1668,17316,0
2589,2020-05-15,구로구,397067.4611,358812.0833,22249,1798,20451,0
2590,2020-05-15,금천구,234303.4803,236408.75,15627,1271,14356,0
2591,2020-05-15,노원구,526609.2491,390863.3333,18235,1866,16369,0
2592,2020-05-15,도봉구,279358.3823,233908.75,11723,983,10740,0
2593,2020-05-15,동대문구,361482.5509,292859.5833,21157,1473,19684,0
2594,2020-05-15,동작구,402455.5396,313107.9167,15784,1570,14214,0
2595,2020-05-15,마포구,460699.4708,345377.0833,28401,2400,26001,0
2596,2020-05-15,서대문구,369824.0085,254244.5833,15007,1489,13518,1
2597,2020-05-15,서초구,608713.367,440408.3333,36373,2535,33838,0
2598,2020-05-15,성동구,353471.7077,263758.3333,17062,1322,15740,0
2599,2020-05-15,성북구,433446.7058,336794.1667,17151,1584,15567,0
2600,2020-05-15,송파구,759780.1601,526944.5833,37428,3169,34259,0
2601,2020-05-15,양천구,403146.5051,323439.5833,18372,1663,16709,0
2602,2020-05-15,영등포구,479335.1401,412896.25,27173,2259,24914,0
2603,2020-05-15,용산구,290905.7889,214603.3333,18924,1183,17741,1
2604,2020-05-15,은평구,446005.3291,328059.1667,18350,1572,16778,2
2605,2020-05-15,종로구,291654.2401,235890,25318,1608,23710,0
2606,2020-05-15,중구,279645.6269,245609.5833,40015,2062,37953,0
2607,2020-05-15,중랑구,357459.4685,288675.4167,16180,1286,14894,0
2608,2020-05-16,강남구,739930.7141,513287.5,55675,4353,51322,0
2609,2020-05-16,강동구,519423.1635,340808.3333,20935,1897,19038,0
2610,2020-05-16,강북구,315389.2875,246109.5833,13461,1066,12395,0
2611,2020-05-16,강서구,545371.5509,443977.9167,26009,2632,23377,0
2612,2020-05-16,관악구,505911.612,410898.3333,19710,1903,17807,0
2613,2020-05-16,광진구,381574.4375,293912.5,18984,1668,17316,0
2614,2020-05-16,구로구,384968.2068,348425.4167,22249,1798,20451,0
2615,2020-05-16,금천구,207553.1241,204032.9167,15627,1271,14356,0
2616,2020-05-16,노원구,543448.0498,412517.0833,18235,1866,16369,2
2617,2020-05-16,도봉구,290578.2902,248135,11723,983,10740,0
2618,2020-05-16,동대문구,357970.5233,289757.0833,21157,1473,19684,0
2619,2020-05-16,동작구,408495.689,320395.8333,15784,1570,14214,0
2620,2020-05-16,마포구,441659.7953,327114.5833,28401,2400,26001,0
2621,2020-05-16,서대문구,351339.1361,249645.8333,15007,1489,13518,0
2622,2020-05-16,서초구,541203.2865,376196.6667,36373,2535,33838,0
2623,2020-05-16,성동구,337027.7582,246867.5,17062,1322,15740,0
2624,2020-05-16,성북구,437084.8118,344427.9167,17151,1584,15567,0
2625,2020-05-16,송파구,752079.4539,518736.6667,37428,3169,34259,2
2626,2020-05-16,양천구,415160.4093,339655,18372,1663,16709,0
2627,2020-05-16,영등포구,426600.1546,356440.4167,27173,2259,24914,0
2628,2020-05-16,용산구,270023.8148,196020,18924,1183,17741,0
2629,2020-05-16,은평구,466581.6019,350465.4167,18350,1572,16778,0
2630,2020-05-16,종로구,245298.015,180237.0833,25318,1608,23710,0
2631,2020-05-16,중구,201762.7293,157122.5,40015,2062,37953,0
2632,2020-05-16,중랑구,369976.1592,302722.0833,16180,1286,14894,0
2633,2020-05-17,강남구,686130.4816,469287.0833,55675,4353,51322,0
2634,2020-05-17,강동구,521887.136,341711.25,20935,1897,19038,0
2635,2020-05-17,강북구,317757.973,250047.9167,13461,1066,12395,0
2636,2020-05-17,강서구,545675.3684,444611.25,26009,2632,23377,0
2637,2020-05-17,관악구,512640.383,417900.8333,19710,1903,17807,0
2638,2020-05-17,광진구,382610.196,294362.5,18984,1668,17316,0
2639,2020-05-17,구로구,385742.7604,349330.8333,22249,1798,20451,0
2640,2020-05-17,금천구,206298.2907,203690,15627,1271,14356,0
2641,2020-05-17,노원구,548433.8995,419143.3333,18235,1866,16369,0
2642,2020-05-17,도봉구,297463.9015,255517.0833,11723,983,10740,0
2643,2020-05-17,동대문구,355308.9884,287920,21157,1473,19684,0
2644,2020-05-17,동작구,406599.186,317652.0833,15784,1570,14214,0
2645,2020-05-17,마포구,434602.2159,320080.8333,28401,2400,26001,0
2646,2020-05-17,서대문구,347940.2628,248270,15007,1489,13518,0
2647,2020-05-17,서초구,513291.6276,352777.0833,36373,2535,33838,0
2648,2020-05-17,성동구,328177.9389,239890.4167,17062,1322,15740,0
2649,2020-05-17,성북구,442190.0492,347897.0833,17151,1584,15567,0
2650,2020-05-17,송파구,742470.8542,512337.9167,37428,3169,34259,0
2651,2020-05-17,양천구,417692.0283,343527.5,18372,1663,16709,0
2652,2020-05-17,영등포구,419586.1276,349492.5,27173,2259,24914,0
